"","cd_mun","year","mun","Area.colhida.sum","Quantidade.produzida.sum","Rendimento.medio.da.producao.sum","Valor.da.producao.sum","abbrv_s","cod_stt","BIOME","exporter","fc_m","total_land._.trase.mean","total_prod._.trase.mean","app_deficit_t","lr_deficit","lr_deficit_1","total_area","relative_deficit","relative_deficit_1","p_expo","freq_expo"
"1269",3201902,2017,"Domingos Martins (ES)",4765,6795,3207,45853,"ES",32,"Atlantic-Forest","exporter",0.581777605276659,4765.00201889517,6795.00287899112,1262.64401992417,1.95961323045,6105.7829,33699.2853990117,0.0375261260938104,0.218652319557502,100,"constant"
"1270",3202009,2015,"Dores do Rio Preto (ES)",3600,2809,780,14494,"ES",32,"Atlantic-Forest","exporter",0.399141783777483,3600,2809,146.809745105952,36.5720817258,377.6593,5063.2615757386,0.0362181222693401,0.103583241209387,100,"constant"
"1271",3202009,2016,"Dores do Rio Preto (ES)",3600,4320,1200,30240,"ES",32,"Atlantic-Forest","exporter",0.398045911049304,3600,4320,146.809745105952,36.5720817258,377.6593,5063.2615757386,0.0362181222693401,0.103583241209387,100,"constant"
"1272",3202009,2017,"Dores do Rio Preto (ES)",3600,4320,1200,28080,"ES",32,"Atlantic-Forest","exporter",0.394124076343892,3600,4320,146.809745105952,36.5720817258,377.6593,5063.2615757386,0.0362181222693401,0.103583241209387,100,"constant"
"1273",3202108,2015,"Ecoporanga (ES)",1200,1303,1707,6589,"ES",32,"Atlantic-Forest","exporter",0.0653098867785077,27.6285495011512,30,3940.75631932727,2956.84781960188,5185.7952,86199.6285022388,0.0800189543595308,0.105876924041387,2.3,"ocasional"
"1274",3202108,2016,"Ecoporanga (ES)",1065,783,1798,4556,"ES",32,"Atlantic-Forest","non-exporter",0.0658229168240412,0,0,3940.75631932727,2956.84781960188,5185.7952,86199.6285022388,0.0800189543595308,0.105876924041387,0,"ocasional"
"1275",3202108,2017,"Ecoporanga (ES)",1040,1411,2443,8951,"ES",32,"Atlantic-Forest","non-exporter",0.0686015333005043,0,0,3940.75631932727,2956.84781960188,5185.7952,86199.6285022388,0.0800189543595308,0.105876924041387,0,"ocasional"
"1276",3202207,2015,"Fundão (ES)",2351,4571,2613,21097,"ES",32,"Atlantic-Forest","exporter",0.296982255516524,2351.0000888,4570.9999599,257.623355864713,107.151058567361,720.6108,7503.15947409603,0.0486161084129192,0.130376298043774,100,"constant"
"1277",3202207,2016,"Fundão (ES)",2280,3912,1716,24121,"ES",32,"Atlantic-Forest","exporter",0.293172582217765,2280.0001846,3912.0002607,257.623355864713,107.151058567361,720.6108,7503.15947409603,0.0486161084129192,0.130376298043774,100,"constant"
"1278",3202207,2017,"Fundão (ES)",2432,5998,2466,39987,"ES",32,"Atlantic-Forest","exporter",0.295016606370053,2432.001085,5998.00333,257.623355864713,107.151058567361,720.6108,7503.15947409603,0.0486161084129192,0.130376298043774,100,"constant"
"1279",3202256,2015,"Governador Lindenberg (ES)",9900,16470,1664,83258,"ES",32,"Atlantic-Forest","non-exporter",0.228519587144253,0,0,486.542953462964,109.15253949787,984.7288,12150.811131311,0.049025162725623,0.121084241830711,0,"non-exporter"
"1280",3202256,2016,"Governador Lindenberg (ES)",9628,11390,1183,70970,"ES",32,"Atlantic-Forest","non-exporter",0.223591063633674,0,0,486.542953462964,109.15253949787,984.7288,12150.811131311,0.049025162725623,0.121084241830711,0,"non-exporter"
"1281",3202256,2017,"Governador Lindenberg (ES)",9200,12900,1402,83135,"ES",32,"Atlantic-Forest","non-exporter",0.225379836276768,0,0,486.542953462964,109.15253949787,984.7288,12150.811131311,0.049025162725623,0.121084241830711,0,"non-exporter"
"1282",3202306,2015,"Guaçuí (ES)",4848,5236,1080,28536,"ES",32,"Atlantic-Forest","exporter",0.247764027159745,5387.000125,5236.000078,1119.50458604521,149.264671810822,1883.7203,18980.11425982,0.0668472929344773,0.158230074115144,100,"ocasional"
"1283",3202306,2016,"Guaçuí (ES)",4579,6870,1500,45205,"ES",32,"Atlantic-Forest","exporter",0.250520312295914,1620.44603,2431.2,1119.50458604521,149.264671810822,1883.7203,18980.11425982,0.0668472929344773,0.158230074115144,35.4,"ocasional"
"1284",3202306,2017,"Guaçuí (ES)",4122,5442,1320,35373,"ES",32,"Atlantic-Forest","non-exporter",0.248081497168073,0,0,1119.50458604521,149.264671810822,1883.7203,18980.11425982,0.0668472929344773,0.158230074115144,0,"ocasional"
"1285",3202405,2015,"Guarapari (ES)",1550,885,1200,2655,"ES",32,"Atlantic-Forest","exporter",0.440963866266679,1549.999453,884.999676,917.729875588884,76.297305733419,2586.8332,15176.3570834656,0.0654984049107068,0.230922549879052,100,"constant"
"1286",3202405,2016,"Guarapari (ES)",1470,1469,2040,9315,"ES",32,"Atlantic-Forest","exporter",0.44024440576011,1469.999809,1468.999781,917.729875588884,76.297305733419,2586.8332,15176.3570834656,0.0654984049107068,0.230922549879052,100,"constant"
"1287",3202405,2017,"Guarapari (ES)",1470,1387,1940,9526,"ES",32,"Atlantic-Forest","exporter",0.435852782108784,1470.000274,1387.000272,917.729875588884,76.297305733419,2586.8332,15176.3570834656,0.0654984049107068,0.230922549879052,100,"constant"
"1288",3202454,2015,"Ibatiba (ES)",8500,11217,1320,59338,"ES",32,"Atlantic-Forest","exporter",0.249396543383407,8499.99954,11216.99999,397.363968517578,38.31562878979,643.3438,8194.26280340216,0.0531688582316983,0.127004441215321,100,"ocasional"
"1289",3202454,2016,"Ibatiba (ES)",8500,13260,1560,87251,"ES",32,"Atlantic-Forest","non-exporter",0.250635260022566,0,0,397.363968517578,38.31562878979,643.3438,8194.26280340216,0.0531688582316983,0.127004441215321,0,"ocasional"
"1290",3202454,2017,"Ibatiba (ES)",7500,9000,1200,59220,"ES",32,"Atlantic-Forest","non-exporter",0.238146561051966,0,0,397.363968517578,38.31562878979,643.3438,8194.26280340216,0.0531688582316983,0.127004441215321,0,"ocasional"
"1291",3202504,2015,"Ibiraçu (ES)",1860,2633,2294,12444,"ES",32,"Atlantic-Forest","exporter",0.439011847445329,1860.00002291,2633.00003,106.097728281135,22.93235156282,618.2413,4247.55186814385,0.03037751717917,0.170530943650999,100,"constant"
"1292",3202504,2016,"Ibiraçu (ES)",1760,1932,2180,12360,"ES",32,"Atlantic-Forest","exporter",0.433009557855778,1759.99974,1931.9996,106.097728281135,22.93235156282,618.2413,4247.55186814385,0.03037751717917,0.170530943650999,100,"constant"
"1293",3202504,2017,"Ibiraçu (ES)",1810,1986,2180,13386,"ES",32,"Atlantic-Forest","exporter",0.43259924839641,1809.997446,1985.99731,106.097728281135,22.93235156282,618.2413,4247.55186814385,0.03037751717917,0.170530943650999,100,"constant"
"1294",3202553,2015,"Ibitirama (ES)",8000,7200,900,39240,"ES",32,"Atlantic-Forest","non-exporter",0.348710629678007,0,0,292.982433977222,150.967686639457,416.969,7215.39009505141,0.061528221588623,0.0983940472552043,0,"non-exporter"
"1295",3202553,2016,"Ibitirama (ES)",8000,9600,1200,67200,"ES",32,"Atlantic-Forest","non-exporter",0.347677299356727,0,0,292.982433977222,150.967686639457,416.969,7215.39009505141,0.061528221588623,0.0983940472552043,0,"non-exporter"
"1296",3202553,2017,"Ibitirama (ES)",8000,9600,1200,62400,"ES",32,"Atlantic-Forest","non-exporter",0.34465070671524,0,0,292.982433977222,150.967686639457,416.969,7215.39009505141,0.061528221588623,0.0983940472552043,0,"non-exporter"
"1297",3202603,2015,"Iconha (ES)",2725,3606,2683,11945,"ES",32,"Atlantic-Forest","exporter",0.319924410729368,2724.99949,3606,192.805877235943,9.5652926462,630.0111,5942.40667181503,0.0340554225011213,0.138465275548808,100,"constant"
"1298",3202603,2016,"Iconha (ES)",2603,4319,3022,27382,"ES",32,"Atlantic-Forest","exporter",0.320313417588012,20.4913117,33.99999285,192.805877235943,9.5652926462,630.0111,5942.40667181503,0.0340554225011213,0.138465275548808,0.8,"constant"
"1299",3202603,2017,"Iconha (ES)",2903,4153,2791,27412,"ES",32,"Atlantic-Forest","exporter",0.312764517640053,23.76643,34,192.805877235943,9.5652926462,630.0111,5942.40667181503,0.0340554225011213,0.138465275548808,0.8,"constant"
"1300",3202652,2015,"Irupi (ES)",10302,11127,2580,59138,"ES",32,"Atlantic-Forest","exporter",0.257476935983689,10301.9955459,11126.995738,376.668232150659,3.52398979998,608.3554,7731.90162777539,0.0491718907267095,0.127397331157467,100,"constant"
"1301",3202652,2016,"Irupi (ES)",10002,13803,2880,107659,"ES",32,"Atlantic-Forest","exporter",0.262677891545283,7608.65026,10500.11975,376.668232150659,3.52398979998,608.3554,7731.90162777539,0.0491718907267095,0.127397331157467,76.1,"constant"
"1302",3202652,2017,"Irupi (ES)",11002,9239,2840,60053,"ES",32,"Atlantic-Forest","exporter",0.254391646964441,11001.9950547,9238.9954244,376.668232150659,3.52398979998,608.3554,7731.90162777539,0.0491718907267095,0.127397331157467,100,"constant"
"1303",3202702,2015,"Itaguaçu (ES)",9750,14025,2682,68128,"ES",32,"Atlantic-Forest","exporter",0.253222413271419,9750.0002751,14025.0011657,608.918737143403,34.49902561909,2587.2063,18419.2107767148,0.034931885549401,0.17352128035713,100,"constant"
"1304",3202702,2016,"Itaguaçu (ES)",9405,13437,3401,83364,"ES",32,"Atlantic-Forest","exporter",0.255150117610404,2204.789008,3149.999958,608.918737143403,34.49902561909,2587.2063,18419.2107767148,0.034931885549401,0.17352128035713,23.4,"constant"
"1305",3202702,2017,"Itaguaçu (ES)",9205,14069,2883,95720,"ES",32,"Atlantic-Forest","exporter",0.258177384489522,1122.73653,1715.99998,608.918737143403,34.49902561909,2587.2063,18419.2107767148,0.034931885549401,0.17352128035713,12.2,"constant"
"1306",3202801,2015,"Itapemirim (ES)",650,468,720,1638,"ES",32,"Atlantic-Forest","exporter",0.118504224653985,650,468.00002,1023.16369103584,527.62035485083,1431.6083,18633.2491235529,0.083226711326821,0.131741489353725,100,"ocasional"
"1307",3202801,2016,"Itapemirim (ES)",574,434,756,2691,"ES",32,"Atlantic-Forest","non-exporter",0.117155467650095,0,0,1023.16369103584,527.62035485083,1431.6083,18633.2491235529,0.083226711326821,0.131741489353725,0,"ocasional"
"1308",3202801,2017,"Itapemirim (ES)",590,445,754,3026,"ES",32,"Atlantic-Forest","non-exporter",0.117832367855391,0,0,1023.16369103584,527.62035485083,1431.6083,18633.2491235529,0.083226711326821,0.131741489353725,0,"ocasional"
"1309",3202900,2015,"Itarana (ES)",3220,4840,2883,24170,"ES",32,"Atlantic-Forest","exporter",0.350272997038413,3219.998738,4839.998034,379.858287507305,11.2234163642,1728.1225,10578.2956101262,0.0369701999533021,0.199274142565028,100,"ocasional"
"1310",3202900,2016,"Itarana (ES)",3135,4200,2726,26957,"ES",32,"Atlantic-Forest","non-exporter",0.352535929141628,0,0,379.858287507305,11.2234163642,1728.1225,10578.2956101262,0.0369701999533021,0.199274142565028,0,"ocasional"
"1311",3202900,2017,"Itarana (ES)",3135,5716,3905,38125,"ES",32,"Atlantic-Forest","non-exporter",0.34816764332357,0,0,379.858287507305,11.2234163642,1728.1225,10578.2956101262,0.0369701999533021,0.199274142565028,0,"ocasional"
"1312",3203007,2015,"Iúna (ES)",14017,13470,2893,75424,"ES",32,"Atlantic-Forest","exporter",0.293184888379205,14017.000152,13470,589.958804273541,86.35821437759,950.997,12071.0165254462,0.0560281743650528,0.12765750100873,100,"constant"
"1313",3203007,2016,"Iúna (ES)",12015,18034,3900,128038,"ES",32,"Atlantic-Forest","exporter",0.29354965448893,2098.66094,3150,589.958804273541,86.35821437759,950.997,12071.0165254462,0.0560281743650528,0.12765750100873,17.5,"constant"
"1314",3203007,2017,"Iúna (ES)",13515,17051,3660,110684,"ES",32,"Atlantic-Forest","exporter",0.288836042093726,979.6809375,1236.000002,589.958804273541,86.35821437759,950.997,12071.0165254462,0.0560281743650528,0.12765750100873,7.2,"constant"
"1315",3203056,2015,"Jaguaré (ES)",20050,36042,1798,172010,"ES",32,"Atlantic-Forest","exporter",0.18366604908607,3929.799041,7064.2297,621.910821646811,690.485361213177,3226.8764,27637.4639940254,0.0474861290870862,0.139259782390991,19.6,"ocasional"
"1316",3203056,2016,"Jaguaré (ES)",19550,21084,1078,131066,"ES",32,"Atlantic-Forest","non-exporter",0.180340679553953,0,0,621.910821646811,690.485361213177,3226.8764,27637.4639940254,0.0474861290870862,0.139259782390991,0,"ocasional"
"1317",3203056,2017,"Jaguaré (ES)",18025,10808,600,67496,"ES",32,"Atlantic-Forest","non-exporter",0.182082778455736,0,0,621.910821646811,690.485361213177,3226.8764,27637.4639940254,0.0474861290870862,0.139259782390991,0,"ocasional"
"1318",3203106,2015,"Jerônimo Monteiro (ES)",2358,1955,1561,10286,"ES",32,"Atlantic-Forest","non-exporter",0.138791615924536,0,0,313.544317504453,51.403117066686,353.2664,6427.07120554824,0.0567828522354154,0.103750323620006,0,"non-exporter"
"1319",3203106,2016,"Jerônimo Monteiro (ES)",2258,2252,1799,14852,"ES",32,"Atlantic-Forest","non-exporter",0.14203153058528,0,0,313.544317504453,51.403117066686,353.2664,6427.07120554824,0.0567828522354154,0.103750323620006,0,"non-exporter"
"1320",3203106,2017,"Jerônimo Monteiro (ES)",2270,2592,1800,16159,"ES",32,"Atlantic-Forest","non-exporter",0.145430296334581,0,0,313.544317504453,51.403117066686,353.2664,6427.07120554824,0.0567828522354154,0.103750323620006,0,"non-exporter"
"1321",3203130,2015,"João Neiva (ES)",4150,7155,2666,33815,"ES",32,"Atlantic-Forest","exporter",0.253239828585273,4149.999994,7154.99997,285.502587728345,69.26762107302,699.0798,6924.12917189799,0.0512367981581311,0.142195843446181,100,"constant"
"1322",3203130,2016,"João Neiva (ES)",4010,6320,2675,37331,"ES",32,"Atlantic-Forest","exporter",0.251857908623004,1154.19726,1819.08395,285.502587728345,69.26762107302,699.0798,6924.12917189799,0.0512367981581311,0.142195843446181,28.8,"constant"
"1323",3203130,2017,"João Neiva (ES)",4040,6766,2781,42995,"ES",32,"Atlantic-Forest","exporter",0.253469354032132,115.838005,194,285.502587728345,69.26762107302,699.0798,6924.12917189799,0.0512367981581311,0.142195843446181,2.9,"constant"
"1324",3203163,2015,"Laranja da Terra (ES)",3362,3281,1720,16797,"ES",32,"Atlantic-Forest","exporter",0.214037361062435,206.9867572,201.9998705,477.796398763618,32.0095088681,2251.6625,15757.9823319444,0.0323522324681279,0.173211191716498,6.2,"ocasional"
"1325",3203163,2016,"Laranja da Terra (ES)",2660,3487,2410,22525,"ES",32,"Atlantic-Forest","non-exporter",0.216740536101333,0,0,477.796398763618,32.0095088681,2251.6625,15757.9823319444,0.0323522324681279,0.173211191716498,0,"ocasional"
"1326",3203163,2017,"Laranja da Terra (ES)",2025,3385,2484,22022,"ES",32,"Atlantic-Forest","non-exporter",0.219423420899775,0,0,477.796398763618,32.0095088681,2251.6625,15757.9823319444,0.0323522324681279,0.173211191716498,0,"ocasional"
"1327",3203205,2015,"Linhares (ES)",12500,23104,1848,110129,"ES",32,"Atlantic-Forest","exporter",0.237619118982192,12499.995912,23103.991342,2129.99647970084,6675.82238698441,10484.757,109953.727586274,0.0800865878764855,0.114727838306372,100,"constant"
"1328",3203205,2016,"Linhares (ES)",12034,16983,1411,103359,"ES",32,"Atlantic-Forest","exporter",0.235779611410626,3714.3225586,5241.8429998,2129.99647970084,6675.82238698441,10484.757,109953.727586274,0.0800865878764855,0.114727838306372,30.9,"constant"
"1329",3203205,2017,"Linhares (ES)",10400,18720,1800,120516,"ES",32,"Atlantic-Forest","exporter",0.237165351690208,405.3333,729.6,2129.99647970084,6675.82238698441,10484.757,109953.727586274,0.0800865878764855,0.114727838306372,3.9,"constant"
"1330",3203304,2015,"Mantenópolis (ES)",4300,4207,2183,21543,"ES",32,"Atlantic-Forest","non-exporter",0.208056773905861,0,0,485.50749885155,110.58692682794,891.7539,10379.0958916224,0.0574322110426434,0.132695700399418,0,"non-exporter"
"1331",3203304,2016,"Mantenópolis (ES)",4267,4774,1941,27625,"ES",32,"Atlantic-Forest","non-exporter",0.206223907713898,0,0,485.50749885155,110.58692682794,891.7539,10379.0958916224,0.0574322110426434,0.132695700399418,0,"non-exporter"
"1332",3203304,2017,"Mantenópolis (ES)",4526,8226,3843,54618,"ES",32,"Atlantic-Forest","non-exporter",0.212033793452936,0,0,485.50749885155,110.58692682794,891.7539,10379.0958916224,0.0574322110426434,0.132695700399418,0,"non-exporter"
"1333",3203346,2015,"Marechal Floriano (ES)",2800,3780,1350,20261,"ES",32,"Atlantic-Forest","exporter",0.718809523170363,2799.999891,3780.000039,224.040284234788,0,1521.4596,7978.25331981532,0.0280813701011908,0.218782208870148,100,"constant"
"1334",3203346,2016,"Marechal Floriano (ES)",2900,4785,1650,33495,"ES",32,"Atlantic-Forest","exporter",0.719861593757381,2899.99989,4785.00005,224.040284234788,0,1521.4596,7978.25331981532,0.0280813701011908,0.218782208870148,100,"constant"
"1335",3203346,2017,"Marechal Floriano (ES)",2900,4785,1650,33495,"ES",32,"Atlantic-Forest","exporter",0.712924529607274,2899.999986,4785.000023,224.040284234788,0,1521.4596,7978.25331981532,0.0280813701011908,0.218782208870148,100,"constant"
"1336",3203353,2015,"Marilândia (ES)",8200,14760,1800,70966,"ES",32,"Atlantic-Forest","exporter",0.298373798319565,8199.999497,14759.999031,343.65485500466,73.034836093639,1236.6331,10122.3661883995,0.0411652456888821,0.156118433732986,100,"constant"
"1337",3203353,2016,"Marilândia (ES)",7462,6716,900,36938,"ES",32,"Atlantic-Forest","exporter",0.289189885112608,7461.999371,6715.9995415,343.65485500466,73.034836093639,1236.6331,10122.3661883995,0.0411652456888821,0.156118433732986,100,"constant"
"1338",3203353,2017,"Marilândia (ES)",7000,14700,2100,93100,"ES",32,"Atlantic-Forest","exporter",0.288291035452704,1490.7823603,3130.6430194,343.65485500466,73.034836093639,1236.6331,10122.3661883995,0.0411652456888821,0.156118433732986,21.3,"constant"
"1339",3203403,2015,"Mimoso do Sul (ES)",10060,10978,2104,56250,"ES",32,"Atlantic-Forest","non-exporter",0.268743342350189,0,0,1434.80479910891,518.663270282,3546.3756,33107.4850445945,0.0590038194311549,0.150454810819954,0,"non-exporter"
"1340",3203403,2016,"Mimoso do Sul (ES)",9820,13544,2758,90068,"ES",32,"Atlantic-Forest","non-exporter",0.267977121808042,0,0,1434.80479910891,518.663270282,3546.3756,33107.4850445945,0.0590038194311549,0.150454810819954,0,"non-exporter"
"1341",3203403,2017,"Mimoso do Sul (ES)",9820,16258,3341,107328,"ES",32,"Atlantic-Forest","non-exporter",0.266929910774053,0,0,1434.80479910891,518.663270282,3546.3756,33107.4850445945,0.0590038194311549,0.150454810819954,0,"non-exporter"
"1342",3203502,2015,"Montanha (ES)",6200,9120,1471,42613,"ES",32,"Atlantic-Forest","non-exporter",0.0447537690750642,0,0,1865.75144935892,3150.8645785704,1679.3246,53935.4900119024,0.0930114109804558,0.0657280771636004,0,"non-exporter"
"1343",3203502,2016,"Montanha (ES)",5986,5923,989,36426,"ES",32,"Atlantic-Forest","non-exporter",0.0451403533343934,0,0,1865.75144935892,3150.8645785704,1679.3246,53935.4900119024,0.0930114109804558,0.0657280771636004,0,"non-exporter"
"1344",3203502,2017,"Montanha (ES)",5750,6564,1142,40697,"ES",32,"Atlantic-Forest","non-exporter",0.0453420113140788,0,0,1865.75144935892,3150.8645785704,1679.3246,53935.4900119024,0.0930114109804558,0.0657280771636004,0,"non-exporter"
"1345",3203601,2015,"Mucurici (ES)",60,90,1500,424,"ES",32,"Atlantic-Forest","non-exporter",0.0264598656166395,0,0,740.107937366444,1342.52738565641,428.1476,21814.2257728355,0.095471429731707,0.0535547559437674,0,"non-exporter"
"1346",3203601,2016,"Mucurici (ES)",43,46,1070,281,"ES",32,"Atlantic-Forest","non-exporter",0.0330534747877037,0,0,740.107937366444,1342.52738565641,428.1476,21814.2257728355,0.095471429731707,0.0535547559437674,0,"non-exporter"
"1347",3203601,2017,"Mucurici (ES)",45,95,2111,588,"ES",32,"Atlantic-Forest","non-exporter",0.0332424399053964,0,0,740.107937366444,1342.52738565641,428.1476,21814.2257728355,0.095471429731707,0.0535547559437674,0,"non-exporter"
"1348",3203700,2015,"Muniz Freire (ES)",10830,11942,2567,60335,"ES",32,"Atlantic-Forest","non-exporter",0.340800966757659,0,0,1141.37446629954,62.12121509391,2583.2566,20494.9445396537,0.0587215876122486,0.181734137367052,0,"ocasional"
"1349",3203700,2016,"Muniz Freire (ES)",10789,14676,3404,102922,"ES",32,"Atlantic-Forest","exporter",0.344257935775253,718.261591,977.03292,1141.37446629954,62.12121509391,2583.2566,20494.9445396537,0.0587215876122486,0.181734137367052,6.7,"ocasional"
"1350",3203700,2017,"Muniz Freire (ES)",10940,9101,2351,59157,"ES",32,"Atlantic-Forest","exporter",0.339544057275993,3.290054,2.737,1141.37446629954,62.12121509391,2583.2566,20494.9445396537,0.0587215876122486,0.181734137367052,0,"ocasional"
"1351",3203809,2015,"Muqui (ES)",3920,2645,1534,13331,"ES",32,"Atlantic-Forest","non-exporter",0.306291030459489,0,0,442.611898380809,74.02703127338,1225.7697,11719.8067461924,0.0440825468237382,0.142355726038131,0,"non-exporter"
"1352",3203809,2016,"Muqui (ES)",3486,4177,2018,27037,"ES",32,"Atlantic-Forest","non-exporter",0.316525005433553,0,0,442.611898380809,74.02703127338,1225.7697,11719.8067461924,0.0440825468237382,0.142355726038131,0,"non-exporter"
"1353",3203809,2017,"Muqui (ES)",3500,5194,2590,34073,"ES",32,"Atlantic-Forest","non-exporter",0.321784714745854,0,0,442.611898380809,74.02703127338,1225.7697,11719.8067461924,0.0440825468237382,0.142355726038131,0,"non-exporter"
"1354",3203908,2015,"Nova Venécia (ES)",14800,26140,1766,124814,"ES",32,"Atlantic-Forest","exporter",0.106586506527011,14799.999895,26140.000247,2710.3098538805,1126.92851902634,4760.8634,57424.7951106057,0.0668219776059445,0.130103611854257,100,"ocasional"
"1355",3203908,2016,"Nova Venécia (ES)",14186,14960,1055,93575,"ES",32,"Atlantic-Forest","exporter",0.107893158777475,1105.39377,1165.705,2710.3098538805,1126.92851902634,4760.8634,57424.7951106057,0.0668219776059445,0.130103611854257,7.8,"ocasional"
"1356",3203908,2017,"Nova Venécia (ES)",13376,15811,1182,98661,"ES",32,"Atlantic-Forest","non-exporter",0.112742088862513,0,0,2710.3098538805,1126.92851902634,4760.8634,57424.7951106057,0.0668219776059445,0.130103611854257,0,"ocasional"
"1357",3204005,2015,"Pancas (ES)",8070,10863,2250,52242,"ES",32,"Atlantic-Forest","exporter",0.26543540398854,4050.8556055,5452.843239,1088.22965721631,107.049645480431,3206.7418,24276.7679882801,0.0492355202831685,0.176916938007965,50.2,"ocasional"
"1358",3204005,2016,"Pancas (ES)",7842,5926,1654,34566,"ES",32,"Atlantic-Forest","exporter",0.261733260992299,83.36922,63.0000027,1088.22965721631,107.049645480431,3206.7418,24276.7679882801,0.0492355202831685,0.176916938007965,1.1,"ocasional"
"1359",3204005,2017,"Pancas (ES)",5910,9738,1648,62193,"ES",32,"Atlantic-Forest","non-exporter",0.264225403566436,0,0,1088.22965721631,107.049645480431,3206.7418,24276.7679882801,0.0492355202831685,0.176916938007965,0,"ocasional"
"1360",3204054,2015,"Pedro Canário (ES)",450,712,1582,3400,"ES",32,"Atlantic-Forest","non-exporter",0.04967057777239,0,0,920.767614704081,2041.63957663206,925.2964,24247.5972175346,0.122173226681359,0.0761338947584095,0,"non-exporter"
"1361",3204054,2016,"Pedro Canário (ES)",397,416,1048,2558,"ES",32,"Atlantic-Forest","non-exporter",0.049759077753243,0,0,920.767614704081,2041.63957663206,925.2964,24247.5972175346,0.122173226681359,0.0761338947584095,0,"non-exporter"
"1362",3204054,2017,"Pedro Canário (ES)",520,717,1379,4460,"ES",32,"Atlantic-Forest","non-exporter",0.0537866985949632,0,0,920.767614704081,2041.63957663206,925.2964,24247.5972175346,0.122173226681359,0.0761338947584095,0,"non-exporter"
"1363",3204104,2015,"Pinheiros (ES)",10470,17646,1685,84613,"ES",32,"Atlantic-Forest","non-exporter",0.0716744731348597,0,0,2204.55756575476,3543.87401405738,1463.2306,44345.7323774706,0.129627616269397,0.0827089320463709,0,"non-exporter"
"1364",3204104,2016,"Pinheiros (ES)",9863,14641,1484,90275,"ES",32,"Atlantic-Forest","non-exporter",0.0719593826072498,0,0,2204.55756575476,3543.87401405738,1463.2306,44345.7323774706,0.129627616269397,0.0827089320463709,0,"non-exporter"
"1365",3204104,2017,"Pinheiros (ES)",7863,11641,1480,72686,"ES",32,"Atlantic-Forest","non-exporter",0.0735152776007613,0,0,2204.55756575476,3543.87401405738,1463.2306,44345.7323774706,0.129627616269397,0.0827089320463709,0,"non-exporter"
"1366",3204203,2015,"Piúma (ES)",340,471,1385,1079,"ES",32,"Atlantic-Forest","exporter",0.0703953647829765,339.99996,471,88.6867855945586,72.7141173413,57.8793,1828.02698474356,0.0882924072143828,0.0801772002370738,100,"ocasional"
"1367",3204203,2016,"Piúma (ES)",200,218,1090,1417,"ES",32,"Atlantic-Forest","non-exporter",0.0672213633261934,0,0,88.6867855945586,72.7141173413,57.8793,1828.02698474356,0.0882924072143828,0.0801772002370738,0,"ocasional"
"1368",3204203,2017,"Piúma (ES)",200,218,1090,1417,"ES",32,"Atlantic-Forest","non-exporter",0.0654955111599842,0,0,88.6867855945586,72.7141173413,57.8793,1828.02698474356,0.0882924072143828,0.0801772002370738,0,"ocasional"
"1369",3204252,2015,"Ponto Belo (ES)",360,512,1422,2432,"ES",32,"Atlantic-Forest","non-exporter",0.0170796315739805,0,0,941.610993086824,726.13147037832,443.0493,16030.1837374756,0.10403763866825,0.0863783170401061,0,"non-exporter"
"1370",3204252,2016,"Ponto Belo (ES)",345,347,1006,2117,"ES",32,"Atlantic-Forest","non-exporter",0.0174117872353534,0,0,941.610993086824,726.13147037832,443.0493,16030.1837374756,0.10403763866825,0.0863783170401061,0,"non-exporter"
"1371",3204252,2017,"Ponto Belo (ES)",345,383,1110,2376,"ES",32,"Atlantic-Forest","non-exporter",0.0177463949470442,0,0,941.610993086824,726.13147037832,443.0493,16030.1837374756,0.10403763866825,0.0863783170401061,0,"non-exporter"
"1372",3204302,2015,"Presidente Kennedy (ES)",480,173,360,433,"ES",32,"Atlantic-Forest","non-exporter",0.083257671319633,0,0,1182.82908458361,368.4103623812,1183.9135,21235.8282827976,0.0730482195611561,0.111450448415088,0,"non-exporter"
"1373",3204302,2016,"Presidente Kennedy (ES)",480,173,360,1055,"ES",32,"Atlantic-Forest","non-exporter",0.0828544885629951,0,0,1182.82908458361,368.4103623812,1183.9135,21235.8282827976,0.0730482195611561,0.111450448415088,0,"non-exporter"
"1374",3204302,2017,"Presidente Kennedy (ES)",50,18,360,63,"ES",32,"Atlantic-Forest","non-exporter",0.0816920060771938,0,0,1182.82908458361,368.4103623812,1183.9135,21235.8282827976,0.0730482195611561,0.111450448415088,0,"non-exporter"
"1375",3204351,2015,"Rio Bananal (ES)",13800,21440,1554,98971,"ES",32,"Atlantic-Forest","exporter",0.211619550881116,3891.098,6045.3,852.708447739388,245.03699498404,2450.1948,23350.6663533592,0.0470113112024963,0.141447922631306,28.2,"ocasional"
"1376",3204351,2016,"Rio Bananal (ES)",12500,15382,1231,97331,"ES",32,"Atlantic-Forest","non-exporter",0.205523033111331,0,0,852.708447739388,245.03699498404,2450.1948,23350.6663533592,0.0470113112024963,0.141447922631306,0,"ocasional"
"1377",3204351,2017,"Rio Bananal (ES)",12150,14973,1232,96630,"ES",32,"Atlantic-Forest","non-exporter",0.209663498478326,0,0,852.708447739388,245.03699498404,2450.1948,23350.6663533592,0.0470113112024963,0.141447922631306,0,"ocasional"
